id,name,description,ingredients,ingredients_raw_str,serving_size,servings,steps,tags,search_terms
343857,Seitan Log 3- Chick'n Version,"From the Post Punk Kitchen blog.  This is a much milder tasting seitan than Seitan Log or Seitan Log II- it's good if you want to use seitan in a recipe or with a sauce rather than having the seitan be the main flavor point.  As with the other logs posted, this seitan is much firmer than the boiled type and more dry.  It's good for slicing or crumbling or cut into small peices for a sauce.","['vital wheat gluten', 'nutritional yeast', 'cumin', 'onion powder', 'garlic powder', 'salt', 'poultry seasoning', 'toasted sesame seeds', 'vegetable broth', 'toasted sesame oil', 'braggs liquid aminos', 'gingerroot', 'minced garlic cloves']","[""1 1/2  cups    vital wheat gluten"",""1/4  cup    nutritional yeast"",""2   teaspoons    cumin"",""1   teaspoon    onion powder"",""1   teaspoon    garlic powder"",""1 -2   teaspoon    salt"",""1   teaspoon    poultry seasoning"",""1 -2   teaspoon    toasted sesame seeds"","""",""3/4-1   cup    vegetable broth or 3/4-1   cup    water"",""2   tablespoons    toasted sesame oil (regular works fine too)"",""1   tablespoon    Braggs liquid aminos (or soy sauce)"",""1   teaspoon   fresh grated gingerroot"",""3       minced garlic cloves""]",1 (18 g),6,"['Preheat oven to 325°.', 'In a large mixing bowl mix dry ingredients. Mix the rest of the ingredients (liquid ingredients) in a smaller mixing bowl. Whisk well until mixed.', ""Add the liquid ingredients to the dry ingredients. Mix well, then knead for a minute or two. it doesn't need long."", 'Form into a log (6-8"" long), wrap tightly in foil, twisting ends.', 'Bake for 80 minutes, turning once or twice.', 'When done baking, unwrap and leave out to cool all the way. Then wrap it foil or plastic and refrigerate.', 'Slice to use as desired.']","['time-to-make', 'preparation', 'easy', 'vegan', 'vegetarian', 'dietary', '4-hours-or-less']","{'vegetarian', 'vegan'}"
228969,"Goat Cheese, Pepper, and Bacon Tart",This easy recipe is sure to please even the most sophisticated.,"['pie crusts', 'bacon', 'red bell pepper', 'green pepper', 'goat cheese', 'eggs', 'milk', 'seasoning salt', 'white pepper', 'dried onion flakes']","[""1 (8 -9   inch)    pie crusts"",""4   slices    bacon, cooked crisply and crumbled "",""1/2      red bell pepper, finely chopped "",""1/2      green pepper, finely chopped "",""4   ounces    goat cheese"",""4       eggs"",""1   cup    milk"",""1/2  teaspoon    seasoning salt"",""1/2  teaspoon    white pepper"",""1   teaspoon    dried onion flakes""]",1 (110 g),8,"['Preheat oven to 325 degrees F.', 'Place pie shell in pie plate.', 'In bottom of pie shell evenly scatter crumbled bacon and chopped peppers.', 'In medium bowl, beat together eggs, cheese, milk, seasonings and onion.', 'Pour over bacon and peppers in pie shell.', 'Bake for about an hour until set (a knife inserted into custard halfway between center and crust comes out clean) and lightly browned on top.', 'Serve warm or at room temperature.']","['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'breakfast', 'main-dish', 'eggs-dairy', 'easy', 'european', 'dinner-party', 'holiday-event', 'cheese', 'eggs', 'dietary', 'brunch', '4-hours-or-less']","{'breakfast', 'dinner'}"
417683,Oatmeal &amp; Raisin Breakfast Cookie Under-Construction,"I was looking for a healthy oatmeal cookie that didn't have too much oil or butter. I wanted something that I could eat as a meal or a treat. Wella, thanks to the inspiration of many recipezaar recipes, I came up w/ this one. It still is under-construction and I hope to have it w/ even less oil & sugar...Enjoy","['old fashioned oats', 'quick oats', 'almonds', 'sesame seeds', 'sunflower seeds', 'flax seeds', 'raisins', 'unsweetened coconut', 'ground cinnamon', 'salt', 'brown sugar', 'vanilla powder', 'vegetable oil', 'honey', 'eggs']","["""",""1   cup    old fashioned oats (3oz)"",""1   cup    quick oats (3 oz)"",""1/2  cup    almonds, chopped  (2oz)"",""1   tablespoon    sesame seeds, raw  (.2oz)"",""6   tablespoons    sunflower seeds, raw  (2oz)"",""3   tablespoons    flax seeds, meal  (I used light)"",""1/2  cup    raisins"",""1/3  cup    unsweetened coconut (1oz)"",""1/2  teaspoon    ground cinnamon"",""1/4  teaspoon    salt"",""1/3  cup    brown sugar, dark  (3oz)"",""1   teaspoon    vanilla powder"","""",""1   tablespoon    vegetable oil"",""1/3  cup    honey"",""2       eggs (can sub 1/2 c egg substitute)""]",1 (64 g),12,"[""PREHEAT over, 350'F or 172'C."", 'PREPARE cookie sheet by lining w/ parchment paper or lightly grease it. set aside.', 'COMBINE all dry ingredients in a large bowl. set aside.', 'WHISK together the wet ingredients.', 'Then POUR into the dry mixture and mix until combined.', 'Make cookie shape by filling a 1/4c measuring cup and press just enough that the mixture sticks together, but you are still able to knock it out by gently tapping onto your cookie sheet.', 'MAKE as many cookie shapes as your pan will allow, while making sure there is two inches between each cookie.', 'Then PRESS each cookie shape down gently to form a cookie looking shape. They will be about 3/4 inch high. Make sure the edges are neat and tight to make a better looking cookie.', 'BAKE for 15 - 20 mins, depending on how down you want them. I like them to be drown and crunch on the edges.', 'Important: ALLOW TO COMPLETELY COOL before removing from the pan or else they might fall apart. Enjoy!']","['weeknight', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'breakfast', 'desserts', 'kid-friendly', 'cookies-and-brownies', 'dietary', 'pasta-rice-and-grains']","{'cookie', 'breakfast', 'dessert'}"
305737,Caramel Sponge Kisses,"Sponge kisses are a truly Aust/NZ invention .. these are two ""crispy"" crusted sponge-cakes, akin to ladyfingers or Savoiardi [which are based on Savoy Biscuit or Pastry], sandwiched together with your favourite icing or frosting..","['sugar', 'milk', 'butter', 'eggs', 'flour', 'baking powder', 'salt', 'vanilla essence']","[""125   g    sugar"",""150   ml    milk, hot "",""125   g    butter"",""2       eggs"",""1 1/4  cups    flour"",""1   teaspoon    baking powder"",""1   pinch    salt"",""1   teaspoon    vanilla essence""]",1 (55 g),12,"['Caramel:', 'Melt sugar in a saucepan and heat until it is a light coffee colour; cool a little.', 'Add the hot milk and dissolve caramel in it.', 'Kisses:', 'Cream butter and sugar until light and fluffy, about 5-8 minutes.', 'Add lukewarm caramel and egg yolks.', 'Beat until combined.', 'Stir in the dry ingredients with a spoon.', 'Lastly fold in stiffly-beaten egg whites.', 'Either pipe [pastry bag] onto lightly greased baking trays or spoon onto trays using rounded teaspoonsful.', 'Bake about 9 - 12 minutes at 190ºC (375ºF).', 'When cold sandwich together  -- .']","['60-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'south-west-pacific', 'drop-cookies', 'desserts', 'australian', 'cakes', 'cookies-and-brownies', 'new-zealand']",{'dessert'}
521396,Steak Au Poivre With Red Wine Sauce,Yummy!  Serve with French Fries,"['steaks', 'black peppercorns', 'shallot', 'garlic clove', 'red wine', 'beef broth', 'thyme', 'butter', 'salt', 'pepper']","[""4 (6   ounce)   natural steaks (New York Strip, Tenderloin, or Rib-eye)"",""4   tablespoons    black peppercorns, crushed "",""1       shallot, minced "",""1       garlic clove, minced "",""1   cup    red wine"",""1   cup    beef broth"",""1   tablespoon    thyme"",""4   tablespoons    butter"",""  salt, to taste "",""  pepper, to taste ""]",1 (318 g),4,"['Heat skillet over high heat.', 'Season steaks w salt and press 1 T peppercorns on each steak.', 'Place steaks unpeppered side down in skillet.', 'Turn heat to medium-high.', 'Sear for 6 minutes, then turn and cook 3 minutes for rare, 4 minutes for medium-rare, 5 minutes for medium.', 'Remove steaks, cover and allow to rest.', 'Use same pan to make sauce.  Turn heat to medium.  Add shallots and garlic and cook until soft.', 'Add wine and broth, simmer until reduced by half.', 'Stir in butter and thyme, until thickened.', 'Salt and pepper to taste.  Spoon over sliced steaks.', 'Serve with french fries!']","['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'very-low-carbs', 'main-dish', 'dietary', 'low-sodium', 'high-protein', 'low-carb', 'high-in-something', 'low-in-something']","{'dinner', 'low-sodium', 'low-carb'}"
22137,Tender Pot Roast,This is a sure fire method of making a tender pot roast every time.,"['chuck roast', 'vegetable oil', 'salt and pepper', 'carrot', 'onion', 'celery', 'garlic cloves', 'chicken stock', 'sugar', 'thyme', 'dry red wine', 'water']","[""3 -4   lbs    chuck roast, trimmed "",""2   tablespoons    vegetable oil"",""  salt and pepper"",""1   cup    carrot, chopped "",""1   cup    onion, chopped "",""1   cup    celery"",""4       garlic cloves, minced "",""2   cups    chicken stock (or a combination) or 2   cups    beef stock (or a combination)"",""2   tablespoons    sugar"",""1   sprig    thyme"",""1/4  cup    dry red wine"",""  water""]",1 (392 g),6,"['Pre heat oven to 300 degrees.', 'Season roast with salt and pepper on all sides.', 'In a large dutch oven heat oil, over a medium high heat, do not allow to smoke.', 'Brown meat on all sides in dutch oven, this should take about 10 minutes.', 'If at any time the oil starts to smoke remove from heat, lower the temperature and continue cooking.', 'Once browned remove meat from pot and place on a deep plate (to catch the juices).', 'Add vegetables to dutch oven, stirring often, cook until lightly browned and tender.', 'Add garlic and cook until fragrant, about 1 minute.', 'Add stock, bring to a boil and stir/scrape until all the brown bits are removed from the bottom of the pan.', 'Add red wine and sugar. Allow to boil until alcohol smell is gone, put thyme, meat and accumulated juices back in pan.', 'Add water until liquid comes halfway up sides of the meat.', 'Bring to a simmer, cover with a large piece of foil and the pan lid (to assure seal).', 'Place in oven, be sure to turn the meat over every 30 minutes or so.', 'Cook until fork tender, 2 1/2- 3 1/2 hours (meat needs to remain above 200 degrees F. for 30 minutes).', 'Remove meat from pan onto serving plate, cover with foil.', 'Place dutch oven back on stove; boil till liquid is reduced to 1 1/2 cups or so (about 15 mins).', 'Thicken if desired.']","['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'main-dish', 'soups-stews', 'beef', 'american', 'oven', 'fall', 'heirloom-historical', 'holiday-event', 'winter', 'stews', 'dietary', 'seasonal', 'comfort-food', 'inexpensive', 'meat', 'roast-beef', 'taste-mood', 'equipment']","{'roast', 'dinner'}"
350763,Ecuadorean Ecuadorian Tamales De Navidad - for Christmas,"This is our family recipe for traditional Christmas tamales. They are nothing at all like Mexican tamales. The dough is smoother and slightly sweet. The filling is also completely different from any other kind of tamale I have ever eaten. I have given the family recipe but, of course, I have made a few changes to it. I use all butter instead of using any lard, though everyone says that they taste better if you use the lard. I usually use 4 lbs of masa flour and 12 cups broth. I use 2 large whole chickens for that quantity of masa, and 2 1/2 lbs butter, no lard, and it works out well. Of course you have to increase all other ingredients accordingly. Some stores carry Maseca instead of Masa Harina. It is just as good. Though these are very fattening and very labor intensive, they are worth it. I make the increased quantity so that I can give them away. Even the people at work like them. We make them only once a year, so forget about the diet. We all love these!","['chicken broth', 'eggs', 'masa harina', 'butter', 'lard', 'sugar', 'peanut butter', 'sugar', 'allspice', 'salt', 'pepper', 'milk', 'raisins', 'hot water', 'onion', 'oil', 'onion', 'pimento-stuffed green olives', 'eggs', 'red bell pepper', 'whole chicken', 'onion', 'garlic clove', 'parsley', 'salt', 'pepper', 'banana leaves']","[""3   cups    chicken broth (from chicken you cook)"",""3       eggs"",""1   lb    masa harina (DO NOT use ready made masa, it has lime which will not work in this recipe)"",""8   ounces    butter"",""8   ounces    lard or 8   ounces   additional butter"",""6   ounces    sugar"",""2   ounces    peanut butter"",""1   tablespoon    sugar"",""1/4  teaspoon    allspice"",""1/2  teaspoon    salt"",""1/4  teaspoon    pepper"",""1/2  cup    milk"",""1/2  cup    raisins, black, soaked in "",""3/4  cup    hot water"",""1/2      onion, cut lengthwise into thin slices \u0026 parboiled \u0026 drained "",""2   tablespoons    oil"",""1/2      onion, diced finely "",""1/2  cup    pimento-stuffed green olives, in jar "",""4       eggs, hard boiled \u0026 cut into eighths lengthwise "",""1       red bell pepper, sliced very thinly "",""1   small    whole chicken"",""1       onion"",""1       garlic clove"",""2   sprigs    parsley"",""1   teaspoon    salt"",""1/2  teaspoon    pepper"",""6 -8      if not available use aluminum foil or 6 -8       parchment paper, cut into 10 inch squares. My family doesn\u0027t use corn husks for this kind of tamale ""]",1 (723 g),6,"['Place whole chicken in large pot with water to cover. Add 1 whole onion, 1 garlic clove, 2 sprigs parsley, 1 tsp salt and 1/2 tsp pepper. Cook on medium heat until the chicken is falling off the bone.', 'Remove chicken from water &amp; cool.', 'Strain broth and reserve 4 cups.', 'When cool, skin and bone chicken. Shed chicken meat.', 'Add 2 tbsp oil in skillet and add 1/2 diced onion. Sauté over low heat until very soft. Add peanut butter and mix until melted, about 2 minutes. Add 1 tbsp sugar, milk and allspice. Cook until almost ready to boil. Remove from heat and set aside.', 'In large heavy pot, place masa flour and 3 cups cooled broth. First whisk and then continue to mix with strong wooden spoon. Cook over medium high heat, do not let lumps form. Turn often with wooden spoon. When a thin dark brown crust forms on the bottom of the pot, it is done.', 'Let masa cool in pot until lukewarm. Turn masa out onto board or waxed paper.', 'When cool enough to handle, add butter, and lard if you are using it. Knead in by hand. Add 6 oz sugar and knead it. Taste a bit of masa for salt. If your broth was not salty, add 1/2-3/4 tsp salt. Add in the 3 eggs, one at a time. Knead well.', 'Separate out balls of dough, about the size of a small lemon. Place in center of each banana leaf or foil or parchment paper square wrapper and pat out with your hand until each is about 6"" round.', 'Place about 1/4 c chicken filling onto each masa round.', 'Place one piece of hard-boiled egg, one olive, 1 slice red bell pepper, 3 pieces of parboiled onion and 3 raisins on top of chicken mixture on each masa round.', 'Fold over each round into half-moon shape and press edges together well.', 'Fold over wrapper and tie with kitchen twine if using banana leaves. if using foil or parchment paper, seal edges well.', 'Place tamales, in batches, in steamer and steam for 30 minutes.', 'Serve with wrapper still on. Each person opens their own.', 'If you want to omit a certain filling ingredient from some of them, you can tie different colors of thread around those to identify them later.']","['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'main-dish', 'poultry', 'holiday-event', 'chicken', 'south-american', 'christmas', 'ecuadorean', 'meat', 'chicken-breasts', 'whole-chicken', '4-hours-or-less']",{'dinner'}
457428,Blackberry Sweet Tea,A cool and refreshing drink just made for a hot summer afternoon. From Southern Living magazine.,"['fresh blackberries', 'sugar', 'of fresh mint', 'baking soda', 'boiling water', 'family-size tea bags', 'cold water', 'fresh blackberries']","[""3   cups    fresh blackberries (or frozen blackberries, thawed)"",""1 1/4  cups    sugar"",""1   tablespoon   chopped of fresh mint"",""1   pinch    baking soda"",""4   cups    boiling water"",""2       family-size tea bags (decaf is best)"",""2 1/2  cups    cold water"",""  fresh blackberries (to garnish)""]",1 (2228 g),1,"['Combine blackberries and sugar in a large container, and crush with a wooden spoon; stir in mint and baking soda(if using).', 'Boill 4 cups of water and pour over tea bags; cover and steep 5 minutes. Discard tea bags.', 'Pour tea over blackberry mixture; let stand at room temperature 1 hour.', 'Pour tea through a wire-mesh strainer into a large pitcher, discarding solids. Add 2 1/2 cups cold water, stirring until sugar dissolves. Cover and chill 1 hour.', 'Garnish, if desired.']","['weeknight', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'beverages', 'fruit', 'american', 'southern-united-states', 'easy', 'dinner-party', 'holiday-event', 'vegan', 'vegetarian', 'dietary', 'independence-day', 'berries', 'non-alcoholic']","{'vegetarian', 'dessert', 'dinner', 'southern', 'vegan'}"
384117,Chocolate Kirsch Logs,What a tasty dessert this is!!  A little bit of work to make but Oh so good in flavor!!,"['chocolate', 'blanched almond', 'icing sugar', 'kirsch', 'egg white', 'butter', 'icing sugar', 'egg yolk', 'glace cherries', 'chocolate', 'glace cherries']","["""",""1/2  cup    chocolate, grated "",""1/4  cup    blanched almond, chopped finely "",""1/4  cup    icing sugar, sieved "",""1   tablespoon    kirsch"",""1   medium    egg white"","""",""2   tablespoons    butter"",""1   tablespoon    icing sugar, sieved "",""1       egg yolk"",""1/4  cup    glace cherries, chopped finely "","""",""1/2  cup    chocolate, grated "","""",""  glace cherries""]",1 (298 g),1,"['FOR LOG:  Mix together  chocolate (or Scotbloc) and almonds.  Stir in icing sugar and Kirsch.  Gradually mix in sufficient egg white to form a paste.  Spread mixture on foil or silicon paper to cover an area 12x4-inches.', 'FOR FILLING:  Cream together butter and icing sugar in a bowl.  Thoroughly beat in egg yolk, until light and fluffy.  Stir in cherries.  Spread filling evenly along center of log base.  Fold over sides to enclose filling, Mold into a long roll.', 'FOR COATING:  Immediately spread  chocolate (or Scotbloc) on to greaseproof paper, then lightly roll log over it to cover.  Chill until required.  Cut into small sections as liked, and decorate with cherries.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'hand-formed-cookies', 'desserts', 'easy', 'cookies-and-brownies', '3-steps-or-less']",{'dessert'}
223153,Thai Barbecue Chicken With Sweet-Hot Dipping Sauce,"In Thailand, I understand that this is street food. When I lived in L.A., my co-workers and I used to visit a restaurant simply called Thai BBQ. It served this kind of marinated barbecued chicken, as well as other bbq items, all served with sticky rice and this tasty sauce for dipping. They also had ""Thai Iced Tea"", made with sweetened condensed milk, but I found it to be too cloyingly sweet. The chicken, though! Yum!","['chicken parts', 'fresh coarse ground black pepper', 'cilantro', 'garlic cloves', 'fish sauce', 'light coconut milk', 'cider vinegar', 'sugar', 'garlic cloves', 'salt', 'sambal oelek']","["""",""3   lbs    chicken parts (your choice)"",""1   teaspoon    fresh coarse ground black pepper"",""2   tablespoons    cilantro, stems and all, minced "",""2       garlic cloves, minced "",""3   tablespoons    fish sauce"",""1/2  cup    light coconut milk"","""",""1/2  cup    cider vinegar"",""1/2  cup    sugar"",""2       garlic cloves, minced "",""1   pinch    salt"",""1 -2   teaspoon    sambal oelek (or thai chili sauce)""]",1 (248 g),4,"['Stir together all the marinade ingredients.', 'Add chicken and toss to coat.', 'Marinate at room temp 45 minutes or overnight, chilled.', 'Bring vinegar to a boil in a non-reactive pan.', 'Add sugar and simmer 5 minutes, stirring to dissolve the sugar.', 'Add the garlic, salt, and sambal and remove from heat.', 'Cool before serving.', 'Remove chicken from marinade and discard the marinade.', 'Grill or broil 7-10 minutes on each side, until juices run clear.', 'Serve with sticky rice and dipping sauce.']","['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'main-dish', 'poultry', 'asian', 'thai', 'easy', 'chicken', 'dietary', 'meat', '4-hours-or-less']","{'thai', 'dinner', 'barbecue', 'chicken'}"
395158,Beef &amp; Bacon Chili,"This is a recipe that took me 5 years to perfect. I serve it to friends every football season. They always love it. I use tomatoes and peppers from the garden. You can add more peppers for more heat. I like to serve this with sour cream, shredded cheddar and Frittos.","['whole tomatoes', 'chuck roast', 'bacon', 'liquid smoke', 'onion', 'garlic cloves', 'celery', 'bell peppers', 'black beans', 'jalapeno peppers', 'chili powder', 'ground cumin', 'thyme', 'beef base', 'dark beer']","[""12       whole tomatoes, cut in 1/2 "",""4   lbs    chuck roast, cut into small cubes "",""1   lb    bacon, slided into small pieces "",""4   tablespoons    liquid smoke"",""1       onion, dices "",""6       garlic cloves, minced "",""4   pieces    celery, diced "",""2       bell peppers, diced "",""1 (16   ounce) can   black beans"",""2       jalapeno peppers, roasted, peeled seeded and minced "",""6   tablespoons    chili powder"",""2   tablespoons    ground cumin"",""2   tablespoons    thyme"",""4   tablespoons    beef base"",""12   ounces    dark beer""]",1 (494 g),10,"['This step should be done the night before the rest of the preperation. Cube the beef Roast (Small) Marinade the beef in the Beer, Liquid Smoke, and Beef base (Overnight).', 'Roast Tomatoes and peppers, and garlic on a grill, I let the tomatoes on until the skin starts to fall off, the peppers until they are black, and the garlic until it is scortched evently.', 'Cut up the tomatoes and remove any core parts. Then put in a crock pot and mash with a potato masher.', 'Peel the peppers, remove the seeds and mince very fine. Add to the tomatoes.', 'Peel and mince the garlic add to the tomatoes.', 'Fry the bacon in the crockpot until crispy. Remove the bacon pieces leaving the grease.', 'Saute celery, onions, and red pepper in the bacon grease. Add to the tomatoes.', 'Saute the roast in the remaining bacon grease. Dump the entire contents of the marinade. Let it simmer until most of the liquid is gone. Add to the tomatoes.', 'Add Chili Powder, Ground Cummin and Thyme.', 'Let simmer throughout the day at least 6 hours.', 'Add black beans about an hour before serving.']","['course', 'main-ingredient', 'main-dish', 'beans', 'chili']","{'dinner', 'beef'}"
119325,Chewy Granola Bars,"The flavour of chocolate, raisins, nuts, oats, and cereal is enhanced with the addition of marshmallow, which makes these baked bars dense and ooey chewy good! Altered from Taste Of Home Jun/July 04.","['marshmallows', 'peanut butter', 'margarine', 'corn syrup', 'vanilla extract', 'quick oats', 'rice krispies', 'miniature semisweet chocolate chips', 'unsalted sunflower seeds', 'unsalted peanuts', 'raisins', 'toasted wheat germ', 'sesame seeds']","[""5 1/2  ounces    marshmallows"",""1/3  cup    peanut butter (chunky or smooth natural works well)"",""1/8  cup    margarine"",""1/8  cup    corn syrup"",""1   teaspoon    vanilla extract"",""2   cups    quick oats"",""1/2  cup    Rice Krispies"",""1/2  cup    miniature semisweet chocolate chips"",""1/4  cup    unsalted sunflower seeds"",""1/4  cup    unsalted peanuts, chopped "",""1/4  cup    raisins"",""1   tablespoon    toasted wheat germ"",""1   tablespoon    sesame seeds""]",1 (43 g),16,"['Combine marshmallows, peanut butter, margarine, corn syrup, and vanilla in a micrvavable bowl.', 'Microwave uncovered at 70% power for 30 seconds to 1 minute at a time, stirring often till blended.', 'Stir in rest of ingredients.', 'Spread in a greased 9x9"" pan.', 'Bake at 350F for 13-19 minutes or until set.', 'Cool and cut into 16 bars; Delicious warm or at room temperature.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-large-groups', 'granola-and-porridge', 'breakfast', 'desserts', 'fruit', 'oven', 'microwave', 'finger-food', 'holiday-event', 'picnic', 'cookies-and-brownies', 'chocolate', 'bar-cookies', 'nuts', 'grains', 'dietary', 'new-years', 'brown-bag', 'egg-free', 'free-of-something', 'pasta-rice-and-grains', 'taste-mood', 'sweet', 'to-go', 'equipment', 'number-of-servings', 'presentation']","{'breakfast', 'dessert'}"
147497,Healthy Honey Oatmeal Cookies,"These are easy to make! and healthy for you too (small amount of butter & sugar), but still so very sweet and wholesome. The cookies are chewy and go great with any other add-ins (raisins, cranberries, chocolate chips, etc.) Courtesy of FoodNetwork.com","['butter', 'brown sugar', 'honey', 'egg', 'water', 'whole wheat flour', 'salt', 'baking soda', 'rolled oats', 'dates']","[""3   tablespoons    butter, room temperature "",""1/2  cup    brown sugar"",""1/4  cup    honey"",""1       egg"",""1   tablespoon    water"",""1/2  cup    whole wheat flour (all-purpose is good too)"",""1/2  teaspoon    salt"",""1/4  teaspoon    baking soda"",""1 1/2  cups    rolled oats (aka oatmeal)"",""  chocolate chips or  chopped nuts, etc ""]",1 (48 g),10,"['Preheat oven to 350 degrees F. Spray a cookie sheet with nonstick cooking spray (just for convenience :]).', 'Using a mixer with the paddle attachment, mix together the butter, brown sugar, honey, egg and water thoroughly.', ""Sift together the dry ingredients then stir in the oats. Add the dry ingredients to the wet and mix. Add any additional ingredients you've chosen."", 'Drop by heaping teaspoonfuls onto the cookie sheet. Bake 12 to 15 minutes. Cool on a wire rack.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'healthy', 'desserts', 'oven', 'easy', 'beginner-cook', 'picnic', 'cookies-and-brownies', 'grains', 'dietary', 'comfort-food', 'brown-bag', 'inexpensive', 'pasta-rice-and-grains', 'taste-mood', 'sweet', 'to-go', 'equipment', 'baking']","{'healthy', 'dessert', 'cookie'}"
73248,Mom's White Wine Chicken,Great for a lite meal!,"['chicken breasts', 'white wine', 'water', 'italian seasoning', 'sugar', 'olive oil']","[""4       chicken breasts"",""2   cups    white wine"",""2   tablespoons    water"",""3   tablespoons    italian seasoning"",""2   teaspoons    sugar"",""1   tablespoon    olive oil""]",1 (275 g),4,"['Mix wine, water, olive oil, Italian seasoning, and sugar together in shallow dish.', 'Place chicken in dish.', 'Let chill and covered for (at least) 2 hours and up to 6 hours.', 'Grill for 16 minutes on medium heat.', 'Pour marinade over chicken while grilling.', 'In last 2 minutes lightly sprinkle sugar on top of chicken and cook for 1 minute, turn, then do the other side.', 'Remove from grill and eat!']","['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'main-dish', 'poultry', 'american', 'barbecue', 'refrigerator', 'chicken', 'dietary', 'inexpensive', 'meat', 'taste-mood', 'savory', 'equipment', 'grilling', 'presentation', 'served-hot', '4-hours-or-less']","{'dinner', 'chicken'}"
523831,Easy Stuffed Crust Pizza,"If you love pizza huts stuffed crust, you will love this! Its fresh, customizable and not insanely salty like the real deal.","['pizza dough', 'pizza sauce', 'mozzarella string cheese', 'cheese', 'sausage', 'pepperoni', 'olives', 'green bell pepper', 'onion', 'butter', 'garlic']","[""1 (13 7/8  ounce) package  of refrigerated pizza dough"",""1 (14   ounce) jar   pizza sauce"",""12   count   crystal farms mozzarella string cheese"",""4   cups   of mozzarella shredded cheese"",""1/2-1   lb    sausage"",""1 (70   count) package   pepperoni"",""1 (2 1/4  ounce) can  sliced olives"",""1/2      green bell pepper"",""1   tablespoon   chopped onion"",""1   tablespoon    butter"",""1   teaspoon    garlic""]",1 (342 g),4,"['Fry up your sausage until cooked. Drain it (really really greasy!).', 'Chop your olives, onion and pepper.', 'Cover your pan with tinfoil, spray it/grease it. Pop open your tube of dough and lay it out in the pan (13x9in). Smooth it out so all edges are touching the sides.', 'Grab your string cheese and start laying them around the edges (3 wide for long ways in the pan, 2 for the short). Roll dough over string cheeses, smooth together edges to prevent cheese from gooshing out.', 'Bake for 8 minutes in a 425F oven.', 'While that bakes, put 1tbsp butter in a microwave safe bowl and 1tsp garlic, melt in microwave.', 'Remove your dough when the time is up and brush your dough with the melted butter.', 'Add your toppings! Add cheese, LOTS and LOTS of cheese.', 'Put back in oven to bake more for about 6 to 8 more minutes. Remove from oven, let cool for a bit, slice and ENJOY!']","['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'main-dish', 'pizza']","{'pizza', 'dinner'}"
130583,"Potato, Sour Cream&amp; Chive Quesadillas",This was a interesting change from normal mashed potatoes,"['potatoes', 'nonfat sour cream', 'chives', 'black pepper', 'garlic powder', 'cheddar cheese', 'tortillas']","[""2   medium    potatoes, pealed \u0026 cut in small cubes "",""1/4  cup    nonfat sour cream"",""2   tablespoons   chopped chives or 2   tablespoons    green onion tops"",""1/8  teaspoon    black pepper"",""1/4  teaspoon    garlic powder"",""1/4  cup   shredded cheddar cheese"",""4      ten inch tortillas""]",1 (67 g),12,"['Boil potatos in water until tender.', 'Drain.', 'Mash potatoes with sour cream &amp; chives.', 'Blend in garlic powder &amp; pepper.', 'Divided pototo mixture evenly &amp; spread on 2 tortillias.', 'Sprinkle with cheese.', 'Cover with remaining tortillias.', 'Place in pre heated quesadilla maker one at a time.', 'Close lid &amp; cook 3-4 minutes or until lightly browned.', 'Remove from pan.', 'Slice into 12 peices.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'healthy', 'side-dishes', 'vegetables', 'dietary', 'low-cholesterol', 'healthy-2', 'low-in-something', 'equipment', 'small-appliance']","{'healthy', 'side'}"
